1	3	0.29391107	3.2475564	-0.24536651	3.8553581
1	4	0.23495029	4.01666	-0.24813677	3.814617
1	5	0.1904347	4.8912325	-0.24957336	3.7938266
1	6	0.15394215	5.953979	-0.2496715	3.7924144
1	7	0.12251446	7.324547	-0.24843441	3.8102908
1	8	0.094598144	9.207179	-0.24587382	3.8478324
1	9	0.069304354	12.0023365	-0.24201012	3.905901
1	10	0.046095647	16.636608	-0.23687224	3.9858902
1	11	0.024635993	25.874058	-0.23049743	4.089809
1	12	0.0047117104	53.406055	-0.22293098	4.2204113
1	13	-0.013813316	35.937515	-0.21422593	4.381378
1	14	-0.031024624	22.203777	-0.20444268	4.5775924
1	15	-0.046974186	16.396952	-0.19364832	4.815539
1	16	-0.06169171	13.20926	-0.1819166	5.1038804
1	17	-0.075192295	11.210127	-0.16932708	5.454352
1	18	-0.087481864	9.852739	-0.15596487	5.883127
1	19	-0.098561004	8.883064	-0.14191973	6.4130316
1	20	-0.10842785	8.167225	-0.12728556	7.077225
1	21	-0.117080174	7.628176	-0.11215968	7.9256616
1	22	-0.124517135	7.2186584	-0.096642226	9.037099
1	23	-0.13074048	6.9083085	-0.08083547	10.5431595
1	24	-0.13575542	6.6769857	-0.06484305	12.681375
1	25	-0.13957149	6.511084	-0.048769247	15.928131
1	26	-0.142203	6.401403	-0.03271827	21.399057
1	27	-0.14366944	6.34187	-0.016793577	32.460857
1	28	-0.14399526	6.328793	-0.0010972027	66.18151
1	29	-0.14320745	6.3605056	0.014270453	35.356667
1	30	-0.14132804	6.437459	0.029209726	23.136106
1	31	-0.13839173	6.5614862	0.043623857	17.350082
1	32	-0.13444409	6.7359643	0.0574207	13.999042
1	33	-0.12953696	6.9662275	0.07051305	11.830707
1	34	-0.12372707	7.260064	0.082819	10.32719
1	35	-0.117075644	7.62844	0.09426256	9.235715
1	36	-0.10964802	8.086638	0.10477405	8.418443
1	37	-0.10151332	8.6560545	0.114290565	7.79403
1	38	-0.092744045	9.3670845	0.12275636	7.311592
1	39	-0.08341563	10.263949	0.13012314	6.937897
1	40	-0.07360601	11.41308	0.13635042	6.650564
1	41	-0.06339516	12.918575	0.14140587	6.4342356
1	42	-0.05286456	14.952753	0.14526531	6.2783284
1	43	-0.042096637	17.822327	0.14791293	6.175672
1	44	-0.03117425	22.130255	0.14934134	6.1216707
